MATNR;COMNR
92777;66933
78416;66933
33790;66933
81606;66933
64384;66933
69981;66933
96970;66933
41753;66933
70830;66933
51014;66933
104134;66933
51733;66933
5086;66933
111853;66933
120894;66933
57947;66933
127202;66933
48069;66933
96613;66933
48907;66933
143670;66933
113330;66933
95758;66933
148354;66933
50711;66933
20689;66933
46763;66933
26235;66933
109284;66933
83541;66933
45206;66933
125474;66933
145145;66933
79405;66933
136488;66933
20122;66933
65503;66933
5354;66933
31366;66933
90346;66933
91448;66933
38827;66933
76266;66933
46618;66933
68969;66933
112832;66933
96598;62135
99259;66933
30822;66933
121122;66933
20769;182590
120591;182590
21290;66933
135810;66933
147433;66933
95828;66933
108439;66933
37524;66933
21030;66933
48686;66933
93362;66933
73324;66933
55853;66933
28414;66933
25357;109792
50165;66933
88954;66933
7323;66933
95370;66933
100808;66933
62858;66933
94536;66933
132036;66933
98796;66933
44832;66933
44564;66933
73636;66933
63783;66933
123785;66933
121338;66933
51655;66933
123167;66933
34259;66933
72736;66933
26221;66933
103411;66933
80466;66933
24671;66933
65367;66933
15970;66933
135859;66933
86567;66933
88736;66933
106320;66933
45646;66933
69595;66933
46630;66933
62020;66933
89431;66933
26445;66933
15903;66933
129709;66933
41055;66933
79744;66933
102864;66933
76807;66933
128951;66933
134917;66933
68932;66933
28362;75053
112582;66933
112628;62135
91619;66933
108711;66933
113005;66933
26671;66933
149129;66933
144240;66933
9026;66933
10916;66933
33237;66933
145887;66933
46312;66933
149940;66933
68351;66933
73082;66933
88541;66933
53022;66933
16687;66933
21414;66933
11011;66933
70515;66933
93395;66933
17568;66933
10064;66933
136294;66933
55964;66933
121036;66933
37259;66933
83093;66933
137872;66933
47439;66933
46084;66933
42949;66933
32846;66933
140789;66933
103429;66933
6189;66933
129135;66933
128120;66933
31894;66933
123333;66933
104617;66933
104845;66933
17270;66933
23753;66933
34691;66933
30388;66933
35903;66933
35613;66933
109949;66933
118723;66933
88080;66933
93698;66933
108756;66933
72097;66933
105026;66933
126138;66933
123662;66933
28151;66933
25190;66933
91031;66933
23512;66933
140995;66933
9297;66933
38777;66933
107388;66933
83571;66933
27054;66933
135919;66933
149865;66933
29165;66933
144687;66933
73984;66933
114915;66933
92961;66933
132949;66933
91276;66933
99812;66933
18235;66933
32410;66933
131125;66933
122769;66933
69491;66933
101471;66933
140812;66933
126918;66933
134162;66933
101493;66933
108168;66933
11080;66933
59081;66933
56970;66933
67385;66933
104748;66933
62372;66933
129981;66933
76749;66933
135112;66933
128486;66933
106859;66933
56385;66933
89732;66933
44191;66933
132777;66933
145299;66933
53192;66933
131954;66933
67387;66933
122764;66933
59366;66933
32492;66933
33670;66933
123971;66933
143757;66933
93976;66933
87018;66933
24905;66933
17763;66933
18168;66933
9292;66933
111643;66933
96194;66933
31284;66933
57258;66933
81957;66933
115830;66933
30593;66933
48933;66933
99440;66933
30021;66933
7398;66933
14751;66933
111602;66933
112376;66933
124271;66933
141949;66933
91034;66933
36869;66933
5986;66933
128973;66933
107225;66933
88142;66933
29894;66933
136924;66933
29637;66933
81199;66933
134035;66933
54735;66933
17051;66933
36446;66933
122057;66933
17891;66933
117480;66933
108116;66933
14481;66933
95683;66933
125255;66933
31384;66933
125536;66933
19062;66933
130399;66933
122442;66933
12967;66933
144599;66933
141434;66933
47507;66933
14863;66933
7625;66933
131692;66933
84543;66933
39746;66933
93831;66933
51938;66933
129382;66933
145860;66933
6056;66933
28469;66933
117717;66933
86538;66933
46970;66933
9004;66933
68279;66933
145011;66933
120340;66933
94616;66933
71640;66933
96028;66933
132652;66933
74672;66933
116864;66933
104608;66933
106564;66933
84371;66933
67147;66933
21504;66933
18159;66933
63705;66933
39463;66933
70437;66933
105780;66933
32602;66933
48656;66933
13961;66933
142839;66933
102620;66933
125106;66933
53088;66933
71277;66933
23339;66933
49071;66933
38753;66933
36685;66933
103338;66933
136032;66933
85837;66933
118598;66933
116337;66933
40385;66933
143978;66933
10625;66933
98688;66933
20710;66933
133913;66933
9385;66933
38605;66933
140862;66933
21092;66933
133244;66933
106510;66933
98229;66933
47692;66933
78505;66933
146520;66933
122837;66933
20991;66933
49647;66933
119167;66933
30844;66933
136624;66933
36334;66933
106604;66933
11503;66933
86017;66933
13042;66933
56283;66933
82752;66933
72496;66933
26010;66933
143082;66933
120025;66933
142150;66933
93901;66933
91626;66933
18978;66933
88944;66933
76312;66933
94711;66933
80785;66933
71731;66933
114903;66933
57184;66933
132961;66933
68869;66933
141861;66933
30578;66933
122977;66933
35461;66933
12907;66933
25310;66933
64705;66933
47985;66933
137485;66933
26892;66933
96723;66933
88708;66933
122259;66933
57575;66933
24575;66933
104255;66933
46995;66933
39336;66933
118562;66933
123463;66933
106919;66933
64547;66933
11982;66933
119075;66933
124460;66933
124994;66933
7981;66933
29178;66933
37591;66933
32189;66933
71564;66933
11687;66933
116313;66933
42470;66933
50919;66933
26527;66933
79418;66933
77109;66933
39749;66933
105589;66933
8900;66933
17244;66933
75245;66933
144579;66933
25007;66933
96190;66933
131567;66933
74684;66933
38906;66933
75994;66933
138996;66933
87307;66933
102239;66933
26843;66933
46048;66933
101636;66933
128185;66933
59076;66933
36826;66933
50241;66933
98517;66933
91910;66933
82952;66933
18152;66933
48482;66933
72944;66933
98267;66933
48888;66933
55002;66933
36746;66933
10355;66933
142788;66933
123873;66933
22121;66933
58021;66933
26803;66933
99246;66933
84602;66933
86176;66933
44360;66933
127975;66933
77546;66933
21667;66933
34200;66933
78499;66933
131467;66933
26641;66933
18892;66933
78797;66933
11962;66933
10633;66933
130514;66933
67975;66933
34708;66933
105107;66933
25379;66933
20107;66933
96048;66933
70502;66933
124015;66933
49779;66933
132957;66933
77182;66933
132785;66933
52603;66933
87191;66933
23096;66933
110015;66933
103863;66933
92005;66933
33721;66933
104077;66933
68828;66933
82861;66933
121718;66933
54938;66933
26301;66933
28675;66933
78292;66933
106914;66933
72244;66933
19589;66933
114985;66933
120684;66933
73091;66933
55501;66933
87066;66933
67018;66933
76736;66933
143998;66933
53616;66933
121269;66933
59864;66933
6497;66933
41419;66933
19517;66933
9167;66933
24508;66933
17240;66933
51493;66933
99147;66933
61907;66933
131881;66933
35284;66933
74246;66933
79030;66933
43673;66933
148215;66933
81278;66933
60601;66933
36045;66933
99851;66933
97338;66933
99652;66933
53736;66933
147488;66933
57165;66933
94796;66933
147684;66933
99724;66933
38320;66933
99538;66933
101341;66933
46489;66933
67747;66933
26201;66933
115591;66933
144748;66933
92725;66933
66698;66933
28096;66933
119372;66933
87070;66933
89692;66933
79845;66933
99274;66933
33335;66933
38256;66933
114484;66933
134488;66933
94769;66933
136145;66933
121990;66933
92784;66933
108620;66933
53520;66933
91716;66933
61945;66933
125121;66933
96406;66933
121085;66933
79937;66933
114295;66933
92308;66933
36990;66933
19411;66933
76527;66933
69641;66933
115897;66933
115871;66933
103934;66933
35081;66933
108887;66933
56148;66933
70957;66933
132270;66933
108399;66933
59757;66933
18787;66933
34752;66933
30298;66933
117897;66933
45551;66933
62958;66933
25954;66933
110963;66933
100431;66933
44130;66933
101150;66933
116717;66933
30440;66933
25339;66933
14007;66933
28795;66933
95385;66933
53320;66933
107134;66933
71306;66933
77839;66933
8589;66933
123391;66933
116635;66933
84215;66933
31250;66933
132027;66933
88190;66933
82738;66933
143695;66933
49551;66933
115216;66933
53045;66933
44045;66933
138347;66933
32467;66933
67809;66933
144991;66933
58185;66933
28962;66933
32217;66933
114805;66933
128463;66933
149641;66933
115574;66933
32620;66933
116246;66933
103500;66933
124403;66933
37239;66933
5053;66933
84938;66933
67516;66933
21788;66933
16905;66933
10183;66933
130036;66933
46688;66933
26439;66933
9802;66933
98718;66933
76396;66933
60188;66933
44071;66933
73407;66933
71964;66933
95058;66933
29659;66933
52566;66933
38707;66933
52959;66933
22997;66933
148504;66933
8999;66933
62787;66933
47034;66933
112721;66933
16996;66933
142101;66933
72657;66933
69888;66933
79942;66933
135711;66933
105359;66933
126136;66933
104927;66933
32813;66933
16681;66933
76166;66933
69900;66933
41035;66933
107787;66933
58948;66933
140606;66933
99268;66933
54865;66933
94559;66933
15380;66933
80476;66933
28718;66933
110198;66933
149792;66933
123689;66933
75795;66933
17959;66933
147252;66933
10444;66933
30942;66933
16688;66933
56079;66933
95210;66933
106395;66933
99205;66933
147489;66933
48407;66933
21564;66933
54277;66933
94594;66933
137452;66933
78163;66933
100184;66933
49525;66933
63671;66933
29007;66933
116667;66933
133229;66933
46408;66933
27603;66933
36113;66933
63909;66933
144793;66933
60138;66933
56334;66933
42993;66933
20813;66933
80303;66933
109595;66933
120959;66933
12424;66933
99030;66933
9627;66933
56289;66933
34930;66933
37512;66933
97741;66933
50048;66933
98099;66933
20423;66933
69243;66933
146629;66933
119798;66933
40070;66933
13665;66933
126512;66933
52280;66933
113172;66933
55038;66933
146078;66933
56726;66933
16662;66933
70613;66933
11881;66933
108009;66933
77857;66933
83318;66933
126847;66933
54729;66933
44311;66933
88316;66933
112419;66933
122159;66933
149882;66933
20871;66933
41853;66933
14441;66933
19849;66933
90305;66933
113289;66933
99130;66933
26144;66933
65078;66933
39219;66933
28755;66933
143076;66933
54414;66933
115813;66933
32431;66933
46450;66933
107119;66933
11667;66933
5881;66933
77314;66933
10236;66933
98905;66933
43013;66933
69630;66933
15707;66933
11507;66933
102763;66933
101878;66933
76370;66933
32094;66933
50549;66933
5938;66933
51437;66933
125781;66933
76068;66933
84025;66933
40971;66933
51347;66933
63505;66933
103744;66933
29744;66933
71775;66933
111470;66933
82276;66933
110821;66933
60284;66933
92607;66933
101782;66933
15619;66933
24704;66933
133003;66933
43834;66933
82960;66933
91959;66933
149735;66933
39685;66933
41836;66933
122952;66933
31814;66933
8103;66933
118105;66933
74669;66933
23073;66933
126365;66933
60275;66933
62126;66933
94418;66933
49104;66933
143432;66933
48198;66933
114039;66933
37570;66933
43042;66933
91399;66933
5967;66933
66674;66933
140809;66933
11627;66933
114626;66933
136752;66933
66955;66933
100154;66933
19478;66933
15261;66933
72514;66933
133612;66933
108463;66933
52526;66933
54131;66933
134581;66933
127311;66933
93412;66933
146608;66933
58406;66933
89441;66933
93227;66933
17494;66933
60019;66933
21908;66933
91037;66933
41924;66933
115269;66933
79081;66933
67032;66933
89494;66933
33522;66933
101073;66933
125155;66933
28762;66933
70904;66933
102483;66933
131318;66933
108316;66933
65978;66933
67230;66933
39812;66933
64031;66933
95020;66933
75445;66933
124027;66933
143856;66933
37809;66933
69188;66933
39108;66933
95682;66933
122874;66933
114325;66933
124341;66933
63220;66933
20387;66933
36612;66933
149892;66933
102916;66933
11984;66933
134839;66933
5202;66933
29242;66933
29289;66933
27400;66933
82437;66933
109794;66933
66453;66933
31573;66933
85861;66933
119975;66933
80772;66933
56308;66933
35935;66933
14969;66933
147675;66933
107873;66933
34729;66933
129825;66933
89158;66933
105078;66933
103100;66933
126170;66933
76516;66933
76397;66933
139461;66933
20946;66933
84501;66933
43553;66933
41333;66933
31086;66933
87232;66933
43140;66933
86057;66933
15159;66933
36599;66933
13721;66933
147787;66933
70854;66933
124374;66933
60462;66933
69918;66933
79998;66933
78869;66933
100943;66933
132137;66933
108261;66933
67065;66933
94474;66933
140100;66933
67291;66933
17652;66933
56039;66933
147133;66933
72000;66933
26998;66933
7166;66933
28671;66933
111598;66933
71332;66933
97945;66933
111831;66933
105491;66933
143166;66933
57460;66933
136982;66933
128070;66933
9082;66933
144420;66933
95930;66933
48264;66933
76864;66933
124738;66933
49031;66933
79029;66933
24413;66933
140562;66933
48831;66933
13724;66933
8549;66933
105955;66933
81036;66933
145641;66933
61238;66933
71655;66933
15444;66933
20935;66933
65261;66933
20223;66933
34995;66933
124811;66933
129659;66933
93243;66933
48778;66933
80759;66933
62171;66933
114277;66933
92425;66933
110630;66933
133603;66933
130146;66933
137580;66933
33616;66933
68119;66933
123735;66933
82563;66933
48145;66933
23437;66933
118437;66933
96646;66933
59186;66933
25153;66933
59358;66933
37007;66933
136328;66933
80682;66933
10669;66933
65450;66933
125951;66933
102677;66933
37065;66933
63711;66933
130793;66933
16298;66933
133713;66933
132940;66933
49194;66933
145009;66933
59026;66933
106251;66933
147109;66933
141378;66933
105645;66933
12559;66933
141716;66933
33071;66933
16805;66933
120000;66933
34663;66933
50853;66933
14103;66933
36400;66933
8484;66933
114723;66933
139814;66933
142829;66933
40813;66933
7300;66933
23470;66933
25318;66933
36751;66933
48513;66933
12802;66933
73747;66933
74644;66933
44941;66933
9773;66933
41842;66933
43958;66933
18675;66933
21388;66933
97796;66933
123418;66933
135181;66933
85109;66933
11681;66933
45945;66933
131374;66933
50104;66933
44157;66933
84065;66933
29260;66933
85950;66933
56988;66933
79812;66933
118622;66933
88955;66933
28650;66933
40685;66933
71124;66933
31897;66933
82748;66933
10334;66933
149681;66933
123853;66933
16678;66933
42615;66933
142677;66933
8959;66933
57654;66933
112507;66933
21036;66933
115976;66933
112427;66933
132337;66933
110355;66933
24325;66933
49473;66933
100448;66933
108706;66933
71324;66933
38578;66933
42012;66933
86641;66933
94086;66933
92342;66933
103361;66933
66351;66933
8813;66933
40701;66933
17999;66933
118385;66933
19822;66933
38834;66933
135175;66933
38440;66933
67870;66933
62184;66933
20936;66933
89615;66933
41943;66933
143680;66933
79167;66933
146807;66933
45530;66933
125663;66933
11100;66933
71672;66933
117194;66933
82402;66933
72754;66933
133896;66933
61059;66933
23189;66933
110890;66933
123048;66933
49226;66933
110284;66933
71013;66933
112226;66933
124396;66933
13079;66933
37877;66933
84461;66933
63151;66933
38220;66933
12974;66933
5021;66933
148954;66933
146593;66933
123627;66933
134797;66933
102980;66933
82710;66933
31936;66933
90431;66933
75698;66933
8163;66933
37070;66933
109923;66933
64895;66933
11119;66933
53759;66933
77224;66933
49099;66933
52204;66933
71436;66933
27373;66933
98230;66933
77033;66933
101461;66933
31522;66933
54285;66933
73640;66933
105773;66933
25365;66933
131568;66933
130432;66933
57420;66933
98788;66933
86770;66933
68209;66933
30516;66933
12924;66933
18938;66933
122692;66933
86491;66933
147091;66933
9666;66933
146740;66933
145840;66933
123681;66933
15146;66933
122573;66933
11533;66933
70732;66933
140158;66933
22880;66933
96563;66933
98639;66933
8226;66933
45737;66933
130021;66933
108016;66933
131270;66933
117168;66933
104944;66933
59341;66933
89815;66933
18776;66933
10383;66933
23901;66933
149251;66933
63970;66933
64153;66933
124891;66933
148257;66933
87194;66933
138634;66933
106169;66933
98181;66933
57707;66933
140672;66933
122197;66933
101274;66933
92325;66933
94492;66933
92102;66933
98740;66933
115575;66933
75458;66933
31264;66933
100458;66933
92435;66933
54155;66933
149067;66933
125725;66933
13245;66933
92595;66933
88571;66933
105613;66933
98240;66933
56875;66933
111641;66933
24051;66933
70746;66933
21490;66933
66154;66933
92978;66933
76890;66933
45704;66933
62573;66933
73649;66933
12160;66933
82914;66933
5121;66933
117725;66933
77850;66933
34912;66933
106420;66933
22711;66933
41850;66933
131312;66933
103409;66933
46488;66933
101116;66933
79987;66933
27900;66933
46778;66933
108224;66933
12104;66933
130475;66933
126284;66933
144648;66933
105897;66933
92275;66933
34816;66933
15262;66933
72308;66933
133756;66933
55207;66933
35505;66933
53085;66933
37242;66933
99884;66933
145624;66933
126210;66933
38583;66933
61286;66933
90832;66933
122601;66933
120713;66933
39502;66933
87742;66933
65459;66933
106269;66933
90057;66933
97836;66933
16341;66933
25355;66933
77277;66933
130653;66933
43631;66933
141797;66933
144617;66933
93871;66933
55455;66933
63905;66933
135314;66933
87565;66933
126884;66933
39904;66933
47619;66933
25755;66933
102440;66933
62615;66933
101438;66933
120381;66933
94496;66933
35994;66933
102190;66933
72153;66933
59576;66933
29805;66933
115064;66933
52782;66933
19825;66933
103319;66933
102879;66933
92546;66933
142922;66933
107345;66933
24718;66933
36274;66933
44553;66933
138436;66933
136455;66933
122787;66933
23030;66933
137649;66933
127228;66933
141639;66933
40660;66933
127867;66933
10372;66933
15281;66933
127245;66933
87494;66933
8082;66933
77786;66933
43967;66933
7520;66933
130225;66933
83272;66933
91425;66933
141049;66933
52564;66933
60380;66933
50521;66933
83492;66933
140162;66933
117740;66933
117382;66933
45444;66933
103976;66933
98787;66933
48129;66933
38059;66933
14198;66933
129109;66933
70649;66933
93867;66933
106788;66933
58790;66933
66448;66933
102502;66933
63299;66933
67317;66933
87124;66933
144731;66933
95479;66933
112161;66933
148318;66933
142265;66933
77429;66933
30213;66933
88519;66933
21692;66933
21660;66933
58772;66933
19903;66933
134916;66933
89556;66933
61270;66933
59497;66933
21641;66933
62480;66933
109003;66933
141323;66933
37416;66933
117947;66933
132924;66933
75676;66933
121476;66933
96990;66933
80814;66933
42280;66933
61268;66933
15300;66933
63600;66933
92286;66933
138282;66933
60703;66933
98444;66933
52212;66933
93148;66933
33465;66933
117779;66933
84311;66933
107414;66933
69986;66933
115484;66933
106550;66933
110374;66933
56128;66933
111335;66933
6442;66933
89559;66933
23136;66933
59560;66933
14488;66933
38592;66933
75246;66933
80292;66933
100836;66933
80727;66933
57628;66933
87592;66933
20635;66933
24692;66933
38646;66933
60094;66933
48652;66933
90958;66933
134601;66933
130605;66933
102232;66933
37483;66933
35288;66933
7902;66933
129005;66933
82473;66933
19237;66933
70776;66933
147423;66933
69270;66933
11361;66933
56248;66933
121017;66933
8883;66933
58443;66933
105913;66933
121770;66933
49512;66933
135095;66933
110997;66933
93950;66933
62632;66933
107418;66933
44808;66933
17387;66933
105768;66933
27111;66933
34520;66933
81209;66933
22695;66933
46045;66933
37559;66933
115041;66933
111033;66933
133163;66933
138786;66933
115719;66933
7047;66933
31945;66933
16521;66933
69434;66933
63796;66933
14338;66933
108813;66933
51211;66933
102608;66933
146061;66933
66046;66933
118197;66933
142129;66933
97135;66933
41595;66933
140263;66933
54482;66933
118327;66933
94542;66933
72863;66933
42247;66933
129581;66933
70656;66933
59206;66933
16260;66933
105529;66933
33062;66933
48706;66933
106115;66933
149374;66933
142127;66933
39364;66933
99134;66933
46323;66933
19525;66933
23654;66933
137056;66933
92536;66933
83266;66933
86127;66933
130717;66933
38065;66933
106072;66933
90548;66933
85243;66933
92025;66933
44723;66933
19799;66933
46650;66933
133223;66933
42015;66933
76031;66933
78578;66933
30741;66933
88836;66933
131330;66933
73973;66933
142543;66933
107494;66933
67804;66933
132736;66933
62653;66933
113400;66933
100802;66933
21844;66933
129384;66933
9550;66933
19244;66933
126324;66933
141676;66933
19602;66933
142088;66933
95206;66933
149988;66933
98449;66933
106281;66933
7580;66933
148373;66933
131911;66933
18676;66933
27349;66933
123073;66933
49742;66933
83415;66933
59388;66933
90973;66933
96585;66933
129701;66933
59737;66933
97000;66933
43556;66933
144274;66933
119627;66933
91096;66933
15543;66933
28392;66933
115503;66933
13227;66933
90961;66933
98055;66933
22658;66933
38907;66933
52202;66933
6550;66933
59875;66933
41194;66933
96796;66933
14628;66933
128960;66933
138776;66933
76851;66933
83949;66933
33268;66933
109400;66933
63423;66933
87300;66933
103927;66933
5804;66933
82757;66933
54045;66933
149779;66933
66157;66933
105485;66933
6362;66933
72012;66933
112540;66933
126151;66933
142032;66933
149369;66933
31787;66933
9416;66933
148830;66933
34020;66933
87271;66933
32655;66933
121154;66933
119926;66933
75498;66933
64517;66933
24540;66933
143439;66933
88844;66933
47656;66933
107030;66933
98155;66933
80547;66933
92950;66933
39459;66933
135020;66933
108673;66933
36491;66933
117589;66933
115804;66933
83854;66933
62899;66933
19547;66933
46632;66933
130761;66933
117096;66933
118073;66933
85651;66933
71895;66933
9617;66933
70829;66933
76246;66933
35478;66933
26208;66933
115899;66933
117872;66933
79404;66933
6086;66933
105356;66933
119478;66933
58346;66933
137805;66933
59105;66933
119247;66933
97788;66933
98452;66933
120850;66933
57617;66933
47183;66933
26552;66933
144556;66933
64269;66933
104779;66933
86900;66933
123074;66933
123097;66933
97495;66933
52614;66933
141335;66933
125953;66933
121776;66933
130142;66933
91800;66933
33836;66933
134058;66933
46074;66933
112478;66933
11802;66933
114213;66933
137067;66933
127955;66933
127890;66933
12749;66933
78142;66933
48726;66933
93757;66933
11531;66933
145614;66933
96636;66933
78664;66933
36022;66933
127163;66933
144141;66933
59975;66933
146836;66933
6978;66933
70535;66933
83290;66933
111865;66933
140334;66933
109869;66933
54676;66933
31807;66933
128200;66933
62226;66933
26990;66933
37532;66933
123946;66933
142446;66933
95257;66933
82552;66933
82984;66933
146233;66933
110035;66933
78196;66933
29722;66933
94199;66933
111005;66933
143871;66933
97300;66933
114367;66933
106477;66933
84228;66933
112009;66933
104054;66933
40225;66933
31117;66933
130319;66933
112238;66933
18066;66933
49766;66933
46009;66933
55165;66933
8755;66933
6405;66933
112877;66933
85043;66933
53207;66933
141823;66933
84988;66933
85957;66933
51880;66933
134700;66933
31033;66933
136164;66933
122565;66933
146126;66933
118537;66933
56354;66933
127254;66933
48505;66933
65803;66933
21257;66933
31310;66933
116676;66933
137496;66933
47345;66933
128880;66933
51523;66933
33586;66933
9818;66933
31304;66933
146602;66933
130186;66933
83481;66933
121459;66933
113417;66933
63180;66933
51075;66933
32295;66933
99721;66933
48627;66933
130523;66933
69115;66933
49109;66933
70720;66933
45899;66933
120418;66933
31262;66933
77097;66933
79652;66933
78362;66933
22270;66933
33013;66933
117213;66933
129683;66933
140637;66933
13643;66933
13805;66933
108364;66933
43781;66933
129729;66933
5213;66933
37019;66933
111207;66933
98382;66933
147472;66933
108279;66933
12358;66933
20327;66933
101897;66933
44978;66933
91495;66933
143596;66933
121442;66933
72142;66933
89304;66933
39911;66933
114960;66933
41615;66933
52719;66933
33131;66933
17903;66933
53408;66933
50656;66933
146650;66933
119199;66933
109581;66933
129090;66933
7131;66933
30229;66933
26571;66933
31612;66933
7509;66933
8588;66933
18903;66933
16492;66933
76509;66933
5327;66933
70269;66933
48883;66933
119104;66933
14894;66933
18220;66933
85182;66933
85836;66933
111671;66933
64065;66933
126558;66933
58337;66933
64300;66933
103675;66933
137482;66933
97252;66933
70152;66933
82225;66933
79477;66933
122814;66933
114110;66933
85647;66933
79435;66933
5862;66933
16264;66933
54961;66933
12455;66933
52592;66933
124931;66933
70171;66933
34842;66933
133547;66933
30543;66933
21164;66933
137105;66933
117816;66933
81156;66933
35393;66933
85056;66933
136966;66933
71617;66933
128082;66933
58244;66933
77988;66933
25224;66933
111222;66933
123901;66933
81393;66933
144220;66933
55452;66933
138923;66933
35578;66933
47245;66933
111302;66933
44970;66933
26300;66933
78021;66933
116508;66933
47482;66933
139428;66933
109805;66933
125833;66933
126131;66933
22156;66933
67499;66933
20130;66933
125452;66933
68135;66933
10855;66933
139182;66933
56716;66933
70249;66933
125078;66933
20346;66933
143550;66933
38675;66933
11596;66933
118575;66933
118124;66933
54319;66933
88847;66933
58778;66933
72545;66933
74460;66933
142149;66933
37266;66933
70010;66933
21126;66933
22666;66933
14612;66933
13771;66933
92042;66933
110711;66933
147812;66933
49584;66933
140742;66933
108413;66933
115280;66933
22479;66933
54146;66933
84815;66933
9398;66933
115212;66933
93650;66933
89197;66933
39238;66933
72511;66933
147914;66933
22500;66933
48579;66933
70079;66933
53720;66933
60004;66933
112533;66933
84475;66933
123538;66933
90849;66933
134631;66933
100238;66933
92828;66933
33961;66933
32233;66933
107915;66933
34632;66933
80605;66933
9712;66933
64349;66933
11630;66933
123095;66933
27781;66933
116685;66933
35165;66933
93936;66933
141405;66933
110393;66933
127645;66933
37264;66933
147809;66933
32454;66933
98299;66933
86027;66933
14267;66933
42577;66933
117395;66933
50314;66933
132043;66933
98550;66933
82315;66933
92179;66933
147523;66933
108489;66933
71165;66933
135541;66933
98604;66933
84269;66933
144236;66933
116980;66933
135947;66933
16588;66933
85306;66933
29485;66933
9022;66933
47443;66933
98451;66933
73881;66933
57663;66933
89098;66933
143231;66933
12254;66933
133010;66933
97507;66933
125715;66933
56405;66933
89034;66933
22644;66933
137974;66933
90251;66933
32653;66933
58748;66933
108125;66933
134671;66933
45241;66933
33647;66933
48549;66933
57581;66933
112328;66933
43625;66933
30099;66933
69056;66933
46808;66933
87791;66933
27638;66933
27448;66933
116675;66933
27612;66933
98875;66933
148509;66933
141518;66933
124945;66933
39385;66933
49317;66933
82741;66933
146550;66933
144080;66933
48928;66933
17436;66933
54997;66933
83719;66933
70910;66933
33042;66933
23592;66933
28085;66933
53159;66933
47158;66933
56402;66933
134398;66933
33655;66933
67849;66933
15920;66933
109144;66933
101392;66933
68750;66933
42596;66933
8073;66933
72066;66933
7592;66933
139582;66933
44733;66933
13682;66933
16724;66933
36042;66933
65818;66933
19630;66933
74895;66933
10345;66933
18080;66933
146905;66933
121257;66933
56217;66933
72214;66933
100713;66933
97118;66933
100149;66933
72366;66933
126629;66933
112810;66933
125295;66933
114698;66933
54194;66933
100991;66933
127876;66933
74957;66933
77975;66933
58711;66933
121020;66933
107842;66933
143935;66933
38285;66933
95669;66933
11654;66933
134402;66933
43905;66933
56539;66933
42680;66933
18962;66933
104691;66933
65619;66933
47967;66933
113557;66933
47161;66933
9664;66933
100116;66933
144733;66933
76225;66933
21588;66933
96491;66933
88175;66933
64569;66933
148412;66933
19012;66933
25883;66933
12136;66933
109126;66933
138971;66933
138141;66933
89921;66933
83123;66933
118934;66933
34321;66933
147153;66933
34134;66933
125693;66933
61475;66933
84718;66933
122367;66933
106857;66933
83017;66933
125904;66933
13230;66933
58113;66933
96688;66933
133650;66933
65780;66933
100877;66933
27344;66933
135341;66933
26434;66933
106787;66933
72954;66933
100834;66933
102755;66933
34761;66933
44229;66933
138544;66933
139392;66933
36424;66933
137020;66933
5383;66933
52997;66933
46661;66933
124477;66933
75338;66933
100852;66933
70638;66933
50907;66933
72444;66933
104710;66933
55124;66933
136319;66933
98724;66933
52609;66933
22331;66933
84038;66933
77397;66933
37341;66933
66949;66933
23949;66933
79187;66933
6080;66933
148107;66933
65070;66933
68705;66933
32540;66933
49414;66933
95542;66933
5249;66933
42463;66933
43807;66933
147572;66933
59397;66933
91801;66933
118927;66933
35022;66933
29463;66933
61247;66933
62251;66933
79653;66933
40520;66933
134425;66933
66864;66933
124803;66933
28680;66933
96264;66933
138114;66933
84114;66933
146437;66933
145902;66933
59500;66933
20224;66933
129836;66933
145325;66933
15692;66933
106584;66933
60698;66933
105634;66933
89842;66933
132098;66933
25637;66933
146304;66933
120127;66933
51223;66933
131116;66933
105464;66933
123556;66933
125559;66933
32368;66933
73870;66933
135798;66933
14828;66933
110950;66933
89665;66933
23236;66933
74779;66933
75663;66933
109330;66933
34433;66933
13047;66933
70299;66933
67161;66933
57075;66933
17686;66933
16565;66933
5646;66933
149233;66933
37289;66933
51342;66933
17794;66933
115737;66933
108961;66933
61216;66933
58397;66933
120157;66933
80099;66933
30601;66933
88890;66933
121426;66933
45926;66933
145779;66933
103158;66933
147036;66933
71541;66933
147945;66933
42730;66933
24469;66933
49129;66933
55604;66933
19511;66933
8347;66933
77735;66933
79976;66933
123850;66933
93709;66933
38046;66933
13876;66933
60403;66933
41831;66933
114370;66933
117501;66933
7977;66933
65150;66933
139744;66933
123226;66933
117681;66933
138131;66933
21846;66933
100703;66933
35831;66933
68349;66933
97314;66933
29810;66933
60377;66933
99519;66933
9897;66933
80891;66933
21942;66933
94592;66933
133373;66933
62052;66933
27952;66933
135456;66933
31089;66933
38666;66933
52923;66933
79374;66933
94945;66933
115173;66933
37230;66933
149250;66933
10136;66933
42483;66933
93222;66933
114053;66933
54021;66933
42161;66933
9931;66933
66843;66933
139771;66933
20831;66933
79263;66933
40013;66933
11844;66933
144692;66933
138191;66933
19544;66933
116427;66933
32396;66933
109916;66933
20783;66933
63880;66933
72161;66933
82875;66933
117881;66933
99881;66933
133655;66933
37385;66933
142396;66933
103621;66933
124065;66933
132471;66933
92477;66933
65112;66933
24523;66933
140037;66933
141720;66933
7524;66933
26083;66933
37549;66933
46938;66933
41970;66933
